id,name,attribution,description,count_rows,viewCount,downloadCount,category,tags,createdAt,updatedAt,dataUpdatedAt,metadataUpdatedAt,domain,attributionLink,webUri,dataUri
f64t-5yiv,Inmate Deaths,Department of Correction (DOC),Non-natural deaths of inmates in custody.,22,8080,1779,Public Safety,,2016-03-23T18:29:28+0000,2020-08-06T04:14:32+0000,2024-08-01T19:20:55+0000,2020-08-06T04:14:32+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/f64t-5yiv,https://data.cityofnewyork.us/resource/f64t-5yiv
7479-ugqb,Daily Inmates In Custody,Department of Correction (DOC),"Daily inmates in custody with attributes (custody level, mental health designation, race, gender, age, leagal status, sealed status, security risk group membership, top charge,  and infraction flag). This data set excludes Sealed Cases. Resulting summaries may differ slightly from other published statistics.",6408,51671,10844,Public Safety,,2016-03-23T18:29:15+0000,2021-10-07T14:18:39+0000,2024-08-19T19:22:02+0000,2021-10-07T14:18:39+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/7479-ugqb,https://data.cityofnewyork.us/resource/7479-ugqb
6teu-xtgp,Inmate Admissions,Department of Correction (DOC),"Inmate admissions with attributes (race, gender, legal status, top charge). This data set excludes Sealed Cases. Resulting summaries may differ slightly from other published statistics.",407747,5909,2184,Public Safety,,2016-03-23T18:28:55+0000,2024-01-01T20:28:19+0000,2024-08-01T19:21:07+0000,2024-01-01T20:28:19+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/6teu-xtgp,https://data.cityofnewyork.us/resource/6teu-xtgp
94ri-3ium,Inmate Discharges,Department of Correction (DOC),"Inmate discharges with attributes (race, gender, legal status, top charge). This data set excludes Sealed Cases. Resulting summaries may differ slightly from other published statistics.",410260,4878,1944,Public Safety,,2016-03-23T18:28:40+0000,2024-01-01T20:28:18+0000,2024-08-01T19:21:13+0000,2024-01-01T20:28:18+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/94ri-3ium,https://data.cityofnewyork.us/resource/94ri-3ium
k548-32d3,Inmate Incidents - Inmate Fights,Department of Correction (DOC),Violent inmate-on-inmate incidents (Fights).,44609,1966,1586,Public Safety,,2016-03-23T18:28:17+0000,2024-02-06T21:51:11+0000,2024-08-01T19:24:59+0000,2024-02-06T21:51:11+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/k548-32d3,https://data.cityofnewyork.us/resource/k548-32d3
gakf-suji,Inmate Incidents - Slashing and Stabbing,Department of Correction (DOC),Violent inmate-on-inmate incidents (Slashings and Stabbings).,2053,2483,1728,Public Safety,,2016-03-23T18:28:11+0000,2024-02-06T21:55:22+0000,2024-08-01T19:36:56+0000,2024-02-06T21:55:22+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/gakf-suji,https://data.cityofnewyork.us/resource/gakf-suji
qcdj-rwhu,HISTORICAL Sidewalk Café Licenses and Applications,Department of Consumer and Worker Protection (DCWP),"<b>NOTE:</b> This dataset reflects a historical program that is no longer active. The NYC Department of Transportation will be responsible for regulating outdoor dining under the new <a href=""https://www.diningoutnyc.info/"">Dining Out</a> program, and will be publishing program data once its available. In the interim, please consult the <a href=""https://data.cityofnewyork.us/d/pitm-atqc/"">Open Restaurants</a> dataset.

This dataset features detailed information about sidewalk café license applications and, if applicable, issued licenses.",324,14331,5832,Business,"['dca', 'sidewalk', 'cafe', 'city government', 'business', 'department of consumer affairs', 'license']",2016-03-16T20:49:47+0000,2023-08-21T15:57:14+0000,2023-08-21T14:13:47+0000,2023-08-21T15:57:14+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/qcdj-rwhu,https://data.cityofnewyork.us/resource/qcdj-rwhu
s2pi-ccum,NYC Planimetric Database: Retaining Wall,Office of Technology and Innovation (OTI),"Planimetric basemap layer containing retaining wall.			

Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",4681,117,393,City Government,"['retaining wall', 'planimetrics']",2016-03-15T14:30:00+0000,2024-04-30T18:32:15+0000,2024-04-25T13:41:44+0000,2024-04-30T18:32:15+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/s2pi-ccum,https://data.cityofnewyork.us/resource/s2pi-ccum
ees7-4ufv,NYC Planimetric Database: Median,Office of Technology and Innovation (OTI),"Planimetric basemap layer containing median features, which includes medians, traffic islands, ""Jersey Barriers"", and painted areas that are used to separate traffic flow.			

Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",19346,102,312,Transportation,"['planimetrics', 'median']",2016-03-14T21:50:10+0000,2024-05-14T20:16:39+0000,2024-04-24T20:28:44+0000,2024-05-14T20:16:39+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ees7-4ufv,https://data.cityofnewyork.us/resource/ees7-4ufv
9uxf-ng6q,NYC Planimetric Database: Elevation Points,Office of Technology and Innovation (OTI),"Elevation points were captured for all building footprint features.			
Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",1471855,246,570,Transportation,"['planimetrics', 'elevation']",2016-03-14T21:44:25+0000,2024-05-14T19:49:17+0000,2024-04-24T20:50:47+0000,2024-05-14T19:49:17+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9uxf-ng6q,https://data.cityofnewyork.us/resource/9uxf-ng6q
5xvt-8cbk,NYC Planimetric Database: Curbs,Office of Technology and Innovation (OTI),"All curbs between roadbed pavement and other surfaces (i.e., within the street right-of-way) were captured. 

Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",217662,416,341,City Government,"['doitt gis', 'planimetrics', 'curb']",2016-03-14T21:16:36+0000,2024-05-14T19:41:12+0000,2024-04-24T20:45:48+0000,2024-05-14T19:41:12+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5xvt-8cbk,https://data.cityofnewyork.us/resource/5xvt-8cbk
fytp-pq92,SIDEWALK_LINE,Office of Technology and Innovation (OTI),Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.,120316,115,577,,"['doitt gis', 'planimetrics']",2016-03-14T21:13:01+0000,2024-02-02T18:45:30+0000,2022-03-08T19:05:57+0000,2024-02-02T18:45:30+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/fytp-pq92,https://data.cityofnewyork.us/resource/fytp-pq92
6uj9-35vn,NYC Planimetric Database: Swimming Pools,Office of Technology and Innovation (OTI),"Planimetric basemap layer containing swimming pool features.			

Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",17989,127,564,City Government,"['planimetrics', 'swimming pools']",2016-03-14T21:10:27+0000,2024-05-14T20:11:26+0000,2024-04-24T20:21:19+0000,2024-05-14T20:11:26+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/6uj9-35vn,https://data.cityofnewyork.us/resource/6uj9-35vn
ue2e-9jm2,NYC Planimetric Database: Public Plazas,Office of Technology and Innovation (OTI),"Planimetric basemap layer containing public plazas features.			

Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",1762,156,766,Transportation,"['planimetrics', 'public plaza', 'plaza']",2016-03-14T21:09:33+0000,2024-05-14T20:11:32+0000,2024-04-24T20:43:26+0000,2024-05-14T20:11:32+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ue2e-9jm2,https://data.cityofnewyork.us/resource/ue2e-9jm2
92m5-3pwp,NYC Planimetric Database: Miscellaneous Structures,Office of Technology and Innovation (OTI),"Planimetric basemap layer containing miscellaneous structures.			
Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.",4343,117,504,Transportation,"['planimetrics', 'miscellaneous structures']",2016-03-14T21:09:15+0000,2024-05-14T20:10:12+0000,2024-04-24T20:46:31+0000,2024-05-14T20:10:12+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/92m5-3pwp,https://data.cityofnewyork.us/resource/92m5-3pwp
xw3c-8982,2013 - 2015  NYC Results On The New York State Math Test With Math Regents Included,Department of Education,NYC Results On The New York State Math Test With Math Regents Included,2951,703,2094,Education,"['doe', 'math', 'regents']",2016-03-14T19:28:23+0000,2022-05-09T22:22:49+0000,2016-03-14T19:28:37+0000,2022-05-09T22:22:49+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/xw3c-8982,https://data.cityofnewyork.us/resource/xw3c-8982
icps-nwdu,2015 - 2016 Final Class Size Report Middle & High School,Department of Education (DOE),"New York City Department of Education
2015-16 Final Class Size Report
School Middle School and High School Core Average Class Size
General Education (Gen Ed), Integrated Co-Teaching (ICT), Accelerated (Acc), Self-Contained (SC)",18794,809,993,Education,,2016-03-11T20:34:33+0000,2022-05-09T22:23:41+0000,2016-03-11T20:35:15+0000,2022-05-09T22:23:41+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/icps-nwdu,https://data.cityofnewyork.us/resource/icps-nwdu
rtws-c2ai,2015 - 2016 Final Class Size Report Pupil-to-Teacher Ratio (PTR),Department of Education (DOE),"New York City Department of Education
2015-16 Final Class Size Report
School Pupil-to-Teacher Ratio (PTR)
General Education (Gen Ed) and Integrated Co-Teaching (ICT)",1571,899,1292,Education,,2016-03-11T20:30:05+0000,2022-05-09T22:23:42+0000,2016-03-11T20:30:23+0000,2022-05-09T22:23:42+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/rtws-c2ai,https://data.cityofnewyork.us/resource/rtws-c2ai
72ss-25qh,HIV Testing Locations,Department of Health and Mental Hygiene (DOHMH),Location and facility information for places in New York City that provide HIV testing.,599,4291,6299,Health,"['health', 'test', 'hiv', 'aids', 'dohmh']",2016-03-10T20:03:33+0000,2024-02-07T22:03:17+0000,2024-01-04T15:15:33+0000,2024-02-07T22:03:17+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/72ss-25qh,https://data.cityofnewyork.us/resource/72ss-25qh
qk7d-gecv,2005 - 2015 Graduation Outcomes,Department of Education (DOE),"Graduation results for all students by year; cohorts of 2001 through 2011 (Classes of 2005 through 2015).  Graduation Outcomes as Calculated by the New York State Education Department. The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005).  The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year).  Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED. 

In order to comply with FERPA regulations on public reporting of education outcomes, rows with a cohort of 20 or fewer students are suppressed.
Due to the small number of students identified as Native American or Multi-Racial, these ethnicities are not reported on the Ethnicity tab; however, these students are included in the counts on all other tabs.
4 Year August outcomes are available for the 2004-2011 cohorts at the citywide level and for the 2005-2011 cohorts at the borough, district and school level. 5 Year August outcomes are available for the 2006-2010 cohorts. Cells are blank when data is not available.
Charter schools are not included in the NYSED calculation of graduation rates for NYC.
School level results are not presented for District 79 and District 75 schools, but their outcomes are included in citywide totals.
Starting with the 2009 cohort (Class of 2013), students with IEPs could use the compensatory score option (CSO) to meet graduation requirements, which contributed to an increase in the graduation rate. 
Students are considered English Language Learners by NY State if classified as an ELL as of graduation.",430,6084,12431,Education,"['regents', 'exams', 'schools', 'graduation']",2016-03-08T21:53:08+0000,2022-05-09T22:21:25+0000,2016-03-08T21:53:27+0000,2022-05-09T22:21:25+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/qk7d-gecv,https://data.cityofnewyork.us/resource/qk7d-gecv
9rz4-mjek,Tax Lien Sale Lists,Department of Finance (DOF),"Properties with tax and/or water liens that are potentially eligible to be included in the next lien sale.</p>Tax Lien Sale Lists : Properties with tax, water liens and other charges  that are potentially eligible to be included in the next lien sale plus tax liens which were eventually sold.",163123,83778,13771,City Government,"['dof', 'lien', 'outstanding charges', 'tax lien', 'sales', 'auction']",2016-03-04T23:32:00+0000,2022-10-24T16:40:28+0000,2022-01-13T19:34:51+0000,2022-10-24T16:40:28+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9rz4-mjek,https://data.cityofnewyork.us/resource/9rz4-mjek
b9km-gdpy,NYC Council Constituent Services,New York City Council (NYCC),"The dataset comes from CouncilStat, which is used by many NYC Council district offices to enter and track constituent cases that can range from issues around affordable housing, to potholes and pedestrian safety. This dataset aggregates the information that individual staff have input. However, district staffs handle a wide range of complex issues. Each offices uses the program differently, and thus records cases, differently and so comparisons between accounts may be difficult. Not all offices use the program. For more info - http://labs.council.nyc/districts/data/",341291,5660,5536,City Government,"['stat', 'council', 'complaints', 'requests', 'city countil', 'constituent']",2016-02-24T21:17:54+0000,2024-01-26T20:31:07+0000,2024-08-02T18:03:55+0000,2024-01-26T20:31:07+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/b9km-gdpy,https://data.cityofnewyork.us/resource/b9km-gdpy
dvaj-b7yx,Shelter Repair Scorecard,"Department of Buildings (DOB), Fire Department of New York City (FDNY), Department of Housing Preservation and Development (HPD), Department of Health and Mental Hygiene (DOHMH)",A list of all shelter buildings in the DHS system with the number of violations issued to that building.,34139,5993,3186,Social Services,"['shelter', 'shelter scorecard', 'dhs', 'scorecard', 'violation', 'shelter building']",2016-02-02T22:23:28+0000,2022-10-31T14:09:07+0000,2024-07-31T15:11:31+0000,2022-10-31T14:09:07+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/dvaj-b7yx,https://data.cityofnewyork.us/resource/dvaj-b7yx
j7wp-ax4x,Total HASA Cases (Historical),Human Resources Administration (HRA),Total number of HASA cases.,116,867,1053,Social Services,,2016-02-01T17:48:18+0000,2024-03-14T20:20:18+0000,2016-11-04T14:09:54+0000,2024-03-14T20:20:18+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/j7wp-ax4x,https://data.cityofnewyork.us/resource/j7wp-ax4x
8gpu-s594,Application for State Aid,School Construction Authority (SCA),List of project in construction that SCA is applying for aid - these dollars are estimated.,1030,1009,1891,Education,,2016-02-01T15:43:55+0000,2023-12-06T15:48:12+0000,2023-12-06T15:48:14+0000,2023-12-06T15:48:12+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8gpu-s594,https://data.cityofnewyork.us/resource/8gpu-s594
gk83-aa6y,Update to Submitted State Aid Projects,School Construction Authority (SCA),List of projects in substantial completion with the final aid amount requested.,15927,593,1054,Education,,2016-02-01T15:43:31+0000,2023-12-06T16:15:47+0000,2023-12-06T16:15:49+0000,2023-12-06T16:15:47+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/gk83-aa6y,https://data.cityofnewyork.us/resource/gk83-aa6y
azp6-hepu,Licensing Center Customer Information,Department of Consumer and Worker Protection (DCWP),This data set features a monthly snapshot of customer service information at the DCA Licensing Center.,16,1619,1916,Business,"['city government', 'business', 'dca', 'department of consumer affairs', 'license']",2016-01-26T19:10:03+0000,2022-04-13T19:15:36+0000,2016-07-13T17:13:18+0000,2022-04-13T19:15:36+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/azp6-hepu,https://data.cityofnewyork.us/resource/azp6-hepu
5fn4-dr26,Department of Consumer and Worker Protection (DCWP) Issued Charges,Department of Consumer and Worker Protection (DCWP),"<b>NOTE:</b> This dataset reflects data as of 7/21/2023. The Department of Consumer and Worker Protection (DCWP) is working on an updated version of this dataset.

This dataset features DCWP-issued charges during the last and current calendar years to ensure compliance with local consumer protection and licensing laws, and State and Federal regulations.",235352,12762,13694,Business,"['city government', 'business', 'dca', 'department of consumer affairs', 'license', 'charges', 'consumer']",2016-01-26T18:13:07+0000,2023-10-31T15:49:55+0000,2024-08-16T19:50:48+0000,2023-10-31T15:49:55+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5fn4-dr26,https://data.cityofnewyork.us/resource/5fn4-dr26
ptev-4hud,License Applications,Department of Consumer and Worker Protection (DCWP),"<b>NOTE:</b> This dataset reflects data as of 7/21/2023. The Department of Consumer and Worker Protection (DCWP) is working on an updated version of this dataset.

This dataset features license applications received during the last and current calendar years, including applications where a license was issued, denied, withdrawn, or remains pending. For a list of legally operating businesses, please refer to the <a href=""https://data.cityofnewyork.us/d/w7w3-xahh"">Legally Operating Businesses</a>
dataset.",467899,23252,17891,Business,"['city government', 'business', 'dca', 'department of consumer affairs', 'license', 'application']",2016-01-26T14:50:15+0000,2023-10-31T15:43:29+0000,2024-08-16T18:43:34+0000,2023-10-31T15:43:29+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ptev-4hud,https://data.cityofnewyork.us/resource/ptev-4hud
jzhd-m6uv,Department of Consumer and Worker Protection (DCWP) Inspections,Department of Consumer and Worker Protection (DCWP),"<b>NOTE:</b> This dataset reflects data as of 7/21/2023. The Department of Consumer and Worker Protection (DCWP) is working on an updated version of this dataset.

This data set features DWCP inspections during the last and current calendar years to ensure compliance with local consumer protection and licensing laws, and State and federal regulations.",660265,11024,9141,Business,"['city government', 'business', 'dca', 'department of consumer affairs', 'inspections', 'compliance', 'consumer']",2016-01-26T14:46:48+0000,2023-10-31T15:48:05+0000,2024-08-02T18:36:37+0000,2023-10-31T15:48:05+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/jzhd-m6uv,https://data.cityofnewyork.us/resource/jzhd-m6uv
ymvu-4x4s,.nyc Domain Registrations by Zip Code,Office of Technology and Innovation (OTI),.nyc domain registrations broken down by zip code.  This list is updated monthly.,243,2586,3081,Business,"['.nyc', 'domain', 'internet', 'web', 'site', 'website', 'webpage', 'page', 'registration']",2016-01-15T18:46:09+0000,2022-09-23T19:23:04+0000,2024-08-07T14:14:00+0000,2022-09-23T19:23:04+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ymvu-4x4s,https://data.cityofnewyork.us/resource/ymvu-4x4s
33db-aeds,Citywide HRA- Administered Medicaid Enrollees,Human Resource Administration (HRA),Total number of enrollees in Medicaid,211,6523,3921,Social Services,"['medicaid', 'ma', 'medical assistance', 'ssi', 'supplemental security income', 'nursing home', 'ma enrollees']",2016-01-14T17:37:54+0000,2024-08-07T15:34:23+0000,2024-08-07T15:34:24+0000,2024-08-07T15:34:23+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/33db-aeds,https://data.cityofnewyork.us/resource/33db-aeds
9jbx-hna8,Citywide Cash Assistance Cases (Historical),Human Resource Administration (HRA),"Total number of cases on Cash Assistance, including breakdown by major categories.",135,850,998,Social Services,,2016-01-14T17:37:20+0000,2024-03-14T20:19:53+0000,2022-01-20T20:12:44+0000,2024-03-14T20:19:53+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9jbx-hna8,https://data.cityofnewyork.us/resource/9jbx-hna8
kjgh-ywbx,PreK Riders by Transportation Site,Department of Education (DOE),Summary of documented students by school/site,1628,2203,1507,Transportation,,2016-01-11T22:59:54+0000,2022-05-09T22:25:16+0000,2024-08-01T10:32:25+0000,2022-05-09T22:25:16+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/kjgh-ywbx,https://data.cityofnewyork.us/resource/kjgh-ywbx
8wau-idzf,PreK Vendors by Transportation Site,Department of Education (DOE),Summary of documented students by school/site,2349,1294,1481,Transportation,,2016-01-11T22:59:48+0000,2022-05-09T22:25:16+0000,2024-08-01T10:32:30+0000,2022-05-09T22:25:16+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8wau-idzf,https://data.cityofnewyork.us/resource/8wau-idzf
nc67-uf89,Open Parking and Camera Violations,Department of Finance (DOF),"The Open Parking and Camera Violations dataset was initially loaded with all violations contained in the mainframe database as of May 2016. Subsequent new violation issuance and updates to existing violations are applied to this data set on the following schedule:
</p>
	New or open violations will be updated weekly (Sunday).
Violations satisfied by having been paid, dismissed via hearing, statutorily expired, or had other changes to its status, will be updated daily (Tuesday through Sunday).
Violations that have been written-off because they have statutorily expired and are no longer valid are indicated with blank financials.
Summons images will not be available during scheduled downtime on Sundays from 5:00 am to 10:00 am.

</p>* Initial dataset loaded 05/14/2016.",117062807,240720,37211,City Government,"['dof', 'parking', 'summons', 'violation']",2016-01-04T16:08:38+0000,2024-03-15T17:35:08+0000,2024-08-18T02:03:08+0000,2024-03-15T17:35:08+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/nc67-uf89,https://data.cityofnewyork.us/resource/nc67-uf89
2pmj-y4p4,2015 - 2016 Audited Register Data,Department of Education (DOE),Official audited register by school.,9200,827,1008,Education,,2015-12-30T16:54:48+0000,2022-05-09T22:23:38+0000,2016-03-08T21:21:24+0000,2022-05-09T22:23:38+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/2pmj-y4p4,https://data.cityofnewyork.us/resource/2pmj-y4p4
56u5-n9sa,DCAS Managed Building Fuel Usage (Historical),Department of Citywide Administrative Services (DCAS),The fuel usage of each DCAS managed building.,55,2129,1585,City Government,"['building', 'oil usage', 'mmo', 'energy', 'fuel', 'facilities management', 'fm', 'dcas', 'department of citywide administrative services']",2015-12-29T22:04:20+0000,2024-05-22T13:50:40+0000,2017-09-14T20:57:30+0000,2024-05-22T13:50:40+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/56u5-n9sa,https://data.cityofnewyork.us/resource/56u5-n9sa
ubdi-jgw2,DCAS Managed Building Energy Usage,Department of Citywide Administrative Services (DCAS),City Building Energy Usage Data.,55,4319,2568,City Government,"['public buildings', 'energy']",2015-12-29T22:04:07+0000,2022-05-09T22:21:10+0000,2017-05-15T19:00:05+0000,2022-05-09T22:21:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ubdi-jgw2,https://data.cityofnewyork.us/resource/ubdi-jgw2
7zb8-7bpk,Property Tax Rates by Tax Class,Department of Finance (DOF),Table of tax rates by year,27,16417,1889,City Government,,2015-12-29T19:36:31+0000,2023-12-06T21:19:25+0000,2023-12-06T21:19:27+0000,2023-12-06T21:19:25+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/7zb8-7bpk,https://data.cityofnewyork.us/resource/7zb8-7bpk
2sps-j9st,Doing Business Search - People,Mayor's Office of Contract Services (MOCS),"The Doing Business Search provides access to information on entities and individuals that do business with the City of New York.

http://www.nyc.gov/portal/site/DBusinessSite",56613,1240,11511,City Government,,2015-12-23T17:34:14+0000,2020-02-08T00:42:17+0000,2024-01-18T20:09:50+0000,2020-02-08T00:42:17+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/2sps-j9st,https://data.cityofnewyork.us/resource/2sps-j9st
72mk-a8z7,Doing Business Search - Entities,Mayor's Office of Contract Services (MOCS),"The Doing Business Search provides access to information on entities and individuals that do business with the City of New York.

http://www.nyc.gov/portal/site/DBusinessSite",10231,2529,4803,City Government,,2015-12-23T17:31:15+0000,2020-02-08T00:55:00+0000,2024-01-18T20:09:57+0000,2020-02-08T00:55:00+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/72mk-a8z7,https://data.cityofnewyork.us/resource/72mk-a8z7
jt9i-9gxr,Environmentally Preferable Purchasing  FY15 - Goods,Mayor's Office of Contract Services (MOCS),,13,277,752,City Government,,2015-12-17T17:42:35+0000,2020-02-08T00:51:50+0000,2015-12-17T17:42:51+0000,2020-02-08T00:51:50+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/jt9i-9gxr,https://data.cityofnewyork.us/resource/jt9i-9gxr
p2q7-at72,Environmentally Preferable Purchasing FY15 - Construction,Mayor's Office of Contract Services (MOCS),,30,368,1374,City Government,,2015-12-17T17:41:44+0000,2020-02-08T00:42:39+0000,2015-12-17T17:42:01+0000,2020-02-08T00:42:39+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/p2q7-at72,https://data.cityofnewyork.us/resource/p2q7-at72
qt4e-9a97,Prompt Payment Interest Rates,Mayor's Office of Contract Services (MOCS),"PPB shall coordinate and publish an annual prompt payment performance report detailing each agency's performance pursuant to Charter Section 332. PPB shall additionally make cumulative prompt payment performance statistics available upon request. All reports shall be distributed to the CCPO, OMB and Comptroller and shall be posted on the City's website in a location that is accessible by the public simultaneously with their publication.",6,569,1115,City Government,,2015-12-17T16:58:06+0000,2020-02-08T00:58:37+0000,2015-12-17T17:00:11+0000,2020-02-08T00:58:37+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/qt4e-9a97,https://data.cityofnewyork.us/resource/qt4e-9a97
5jwd-xj5z,Preferred Source Procurements FY15,Mayor's Office of Contract Services (MOCS),,21,380,926,City Government,,2015-12-17T16:45:46+0000,2020-02-08T01:21:07+0000,2015-12-17T16:45:53+0000,2020-02-08T01:21:07+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5jwd-xj5z,https://data.cityofnewyork.us/resource/5jwd-xj5z
2rd2-9uwy,Local Law 50 New York State Food Purchasing FY15,Mayor's Office of Contract Services (MOCS),Local Law 50 of 2011 required MOCS to establish guidelines for City agencies that assist in increasing the purchase of New York State food through food purchase and food-related services contracts. City agencies use the New York State Department of Agriculture and Markets (NYSDAM) list of food items available from New York State sources.,83,1094,1239,City Government,,2015-12-17T16:37:58+0000,2020-02-08T00:56:34+0000,2015-12-17T16:38:05+0000,2020-02-08T00:56:34+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/2rd2-9uwy,https://data.cityofnewyork.us/resource/2rd2-9uwy
vwpc-kje2,311 Web Content - Services,311,"<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unprecedented volume 311 is handling during the Covid-19 crisis. The City is working to address this issue. </b>",2269204,3400,13794,City Government,,2015-12-10T18:31:52+0000,2024-01-24T21:32:16+0000,2019-06-27T19:34:35+0000,2024-01-24T21:32:16+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/vwpc-kje2,https://data.cityofnewyork.us/resource/vwpc-kje2
5n8j-8i2y,nyct2000wi,Department of City Planning (DCP),"GIS data: Boundaries of 2000 Census Tracts (water areas included).

All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>",2217,120,773,City Government,"['2000 census tracts (water areas included)', 'dcp', 'census', 'geographic', 'location', 'map', 'cartography', 'boundary', 'block', 'survey', 'poll', 'water', 'water area']",2015-12-07T17:35:01+0000,2024-02-02T18:45:23+0000,2021-06-11T17:31:12+0000,2024-02-02T18:45:23+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5n8j-8i2y,https://data.cityofnewyork.us/resource/5n8j-8i2y
hpid-63r5,NYC Municipal Building Energy Benchmarking Results (2014),Department of Citywide Administrative Services (DCAS),"This is a list of New York City municipal buildings over 10,000 square feet by borough, block, lot, and agency, identifying each building’s energy intensity (kBtu/sq. ft.), Portfolio Manager benchmarking rating, where available, and the total GHG emissions for the calendar years 2010 - 2014.",2477,4060,2260,City Government,"['public buildings', 'energy', 'benchmarking', 'greenhouse gas emissions']",2015-12-07T17:16:53+0000,2022-05-09T22:21:11+0000,2015-12-07T17:17:05+0000,2022-05-09T22:21:11+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/hpid-63r5,https://data.cityofnewyork.us/resource/hpid-63r5
